mmitzrach,mida,mishkal
8405,1207,4
8405,2000,1000
8406,700,1
8406,900,100
8406,1207,4
8406,2000,1000
8408,100,43
8408,700,1
8408,2000,1000
8409,100,30
8409,700,1
8409,2000,1000
8410,100,50
8410,700,1
8410,2000,1000
8411,100,28
8411,700,1
8411,2000,1000
8413,100,90
8413,700,1
8413,2000,1000
8416,100,130
8416,600,130
8416,700,1
8416,2000,1000
8417,100,140
8417,600,140
8417,700,1
8417,2000,1000
8420,700,1
8420,902,100
8420,1207,9
8420,2000,1000
8424,300,24
8424,400,10
8424,700,1
8424,2000,1000
8425,300,30
8425,700,1
8425,2000,1000
8426,300,30
8426,700,1
8426,2000,1000
8429,300,20
8429,700,1
8429,2000,1000
8430,300,20
8430,700,1
8430,2000,1000
8431,300,15
8431,400,6
8431,700,1
8431,2000,1000
8433,300,30
8433,700,1
8433,2000,1000
8441,500,20
8441,700,1
8441,2000,1000
8442,500,20
8442,700,1
8442,2000,1000
8443,500,20
8443,700,1
8443,2000,1000
8444,500,20
8444,700,1
8444,2000,1000
8445,500,20
8445,700,1
8445,2000,1000
8447,700,1
8447,2000,1000
8448,700,1
8448,2000,1000
8450,700,1
8450,2000,1000
8451,700,1
8451,2000,1000
8452,700,1
8452,2000,1000
8453,700,1
8453,2000,1000
8454,700,1
8454,2000,1000
8455,700,1
8455,2000,1000
8457,500,75
8457,700,1
8457,2000,1000
8460,700,1
8460,2000,1000
8461,501,26
8461,502,36
8461,503,54
8461,700,1
8461,2000,1000
8462,501,30
8462,502,48
8462,503,74
8462,700,1
8462,2000,1000
8463,501,26
8463,502,36
8463,503,54
8463,700,1
8463,2000,1000
8464,501,25
8464,502,34
8464,503,45
8464,700,1
8464,2000,1000
8465,501,26
8465,502,36
8465,503,54
8465,700,1
8465,2000,1000
8466,501,25
8466,502,34
8466,503,45
8466,700,1
8466,2000,1000
8468,100,11.5
8468,700,1
8468,2000,1000
8473,100,50
8473,700,1
8473,2000,1000
8474,700,1
8474,2000,1000
8475,100,11.5
8475,700,1
8475,2000,1000
8476,700,1
8476,801,30
8476,802,60
8476,2000,1000
8478,100,5.5
8478,700,1
8478,2000,1000
8481,300,18
8481,500,45
8481,700,1
8481,801,25
8481,802,50
8481,906,250
8481,2000,1000
8484,300,40
8484,400,16
8484,700,1
8484,2000,1000
8485,101,3
8485,104,85
8485,700,1
8485,2000,1000
8488,300,30
8488,400,9
8488,700,1
8488,900,340
8488,2000,1000
8493,102,13
8493,103,30
8493,700,1
8493,2000,1000
8494,102,13
8494,103,30
8494,700,1
8494,2000,1000
8496,300,11
8496,400,4
8496,700,1
8496,2000,1000
8499,100,60
8499,700,1
8499,2000,1000
8501,200,240
8501,700,1
8501,2000,1000
8502,200,240
8502,700,1
8502,2000,1000
8503,100,21
8503,700,1
8503,2000,1000
8504,700,1
8504,2000,1000
8505,300,25
8505,400,10
8505,700,1
8505,800,140
8505,2000,1000
8506,300,40
8506,400,12
8506,700,1
8506,903,250
8506,2000,1000
8507,300,40
8507,400,12
8507,700,1
8507,2000,1000
8508,300,13.5
8508,400,4.5
8508,700,1
8508,906,112
8508,2000,1000
8509,300,20.5
8509,400,7
8509,700,1
8509,906,112
8509,2000,1000
8511,103,36
8511,700,1
8511,2000,1000
8513,200,70
8513,700,1
8513,800,470
8513,903,85
8513,2000,1000
8514,200,70
8514,700,1
8514,903,85
8514,2000,1000
8515,200,70
8515,700,1
8515,800,400
8515,903,85
8515,2000,1000
8517,700,1
8517,2000,1000
8518,700,1
8518,2000,1000
8519,300,40
8519,400,16
8519,700,1
8519,2000,1000
8520,300,20
8520,400,8
8520,700,1
8520,900,400
8520,2000,1000
8521,300,20
8521,400,8
8521,600,180
8521,700,1
8521,2000,1000
8522,300,20
8522,400,8
8522,600,180
8522,700,1
8522,2000,1000
8526,700,1
8526,902,100
8526,1207,4
8526,2000,1000
8527,700,1
8527,902,100
8527,1207,4
8527,2000,1000
8528,700,1
8528,902,100
8528,1207,4
8528,2000,1000
8530,700,1
8530,801,21
8530,802,34
8530,803,47
8530,900,380
8530,2000,1000
8536,200,285
8536,300,24
8536,400,7
8536,700,1
8536,2000,1000
8537,700,1
8537,900,500
8537,1206,62.5
8537,2000,1000
8538,100,25
8538,102,18
8538,104,33
8538,700,1
8538,2000,1000
8539,100,130
8539,600,130
8539,700,1
8539,2000,1000
8543,700,1
8543,901,560
8543,2000,1000
8545,308,9
8545,400,5
8545,700,1
8545,2000,1000
8546,200,240
8546,700,1
8546,1104,250
8546,2000,1000
8548,200,240
8548,300,10
8548,700,1
8548,2000,1000
8549,200,240
8549,700,1
8549,2000,1000
8551,100,100
8551,102,42
8551,700,1
8551,900,440
8551,2000,1000
8552,700,1
8552,801,100
8552,802,150
8552,803,200
8552,2000,1000
8553,700,1
8553,2000,1000
8554,200,158
8554,300,11
8554,700,1
8554,2000,1000
8556,700,1
8556,801,30
8556,802,60
8556,2000,1000
8557,700,1
8557,801,30
8557,802,60
8557,2000,1000
8561,200,155
8561,700,1
8561,2000,1000
8562,200,155
8562,700,1
8562,2000,1000
8565,200,240
8565,700,1
8565,2000,1000
8566,207,175
8566,300,30
8566,700,1
8566,2000,1000
8567,300,30
8567,700,1
8567,801,50
8567,802,100
8567,2000,1000
8568,700,1
8568,2000,1000
8570,500,23
8570,700,1
8570,900,500
8570,2000,1000
8577,100,75
8577,700,1
8577,900,450
8577,2000,1000
8578,100,75
8578,700,1
8578,900,450
8578,2000,1000
8579,100,50
8579,700,1
8579,900,300
8579,2000,1000
8580,700,1
8580,801,30
8580,802,60
8580,2000,1000
8583,700,1
8583,801,80
8583,802,190
8583,803,300
8583,2000,1000
8584,300,20.5
8584,400,7
8584,700,1
8584,906,112
8584,2000,1000
8585,300,17
8585,700,1
8585,900,115
8585,2000,1000
8586,300,17
8586,700,1
8586,900,112
8586,905,78
8586,1106,381
8586,2000,1000
8587,300,17
8587,700,1
8587,900,160
8587,2000,1000
8588,100,100
8588,700,1
8588,2000,1000
8593,600,170
8593,700,1
8593,2000,1000
8595,300,40
8595,400,12
8595,602,250
8595,603,500
8595,604,750
8595,700,1
8595,2000,1000
8598,300,16
8598,700,1
8598,906,250
8598,2000,1000
8599,300,16
8599,700,1
8599,906,250
8599,2000,1000
8600,200,240
8600,300,20
8600,400,8
8600,700,1
8600,1100,500
8600,2000,1000
8601,300,18
8601,500,45
8601,700,1
8601,801,25
8601,802,50
8601,906,250
8601,2000,1000
8602,300,16
8602,700,1
8602,906,250
8602,2000,1000
8604,500,45
8604,700,1
8604,801,25
8604,802,50
8604,900,250
8604,2000,1000
8605,300,40
8605,700,1
8605,906,200
8605,2000,1000
8606,100,25
8606,500,25
8606,700,1
8606,900,400
8606,2000,1000
8607,100,21.5
8607,700,1
8607,900,172
8607,2000,1000
8608,500,25
8608,700,1
8608,900,200
8608,2000,1000
8609,500,25
8609,700,1
8609,900,200
8609,2000,1000
8610,200,125
8610,300,13
8610,400,7
8610,700,1
8610,2000,1000
8611,207,125
8611,300,13
8611,400,7
8611,700,1
8611,2000,1000
8613,200,240
8613,700,1
8613,1100,250
8613,2000,1000
8614,300,20
8614,400,8
8614,600,80
8614,700,1
8614,2000,1000
8615,300,15
8615,400,5
8615,700,1
8615,900,250
8615,2000,1000
8616,200,240
8616,700,1
8616,904,1000
8616,2000,1000
8618,501,56
8618,502,100
8618,503,230
8618,700,1
8618,1001,100
8618,1002,150
8618,1003,235
8618,2000,1000
8620,700,1
8620,801,100
8620,802,150
8620,803,235
8620,2000,1000
8621,700,1
8621,801,100
8621,802,150
8621,803,235
8621,2000,1000
8622,700,1
8622,801,100
8622,802,150
8622,803,235
8622,2000,1000
8623,700,1
8623,801,100
8623,802,150
8623,803,235
8623,2000,1000
8624,100,29
8624,700,1
8624,900,650
8624,2000,1000
8625,700,1
8625,2000,1000
8626,700,1
8626,900,650
8626,2000,1000
8627,700,1
8627,900,400
8627,2000,1000
8628,700,1
8628,900,460
8628,1206,58
8628,2000,1000
8630,100,50
8630,102,16.60000038146973
8630,700,1
8630,900,800
8630,2000,1000
8631,100,33.29999923706055
8631,102,22.20000076293945
8631,700,1
8631,900,800
8631,2000,1000
8632,100,40.59999847412109
8632,700,1
8632,2000,1000
8633,100,41
8633,700,1
8633,900,650
8633,2000,1000
8634,100,50
8634,700,1
8634,900,600
8634,2000,1000
8635,100,67
8635,700,1
8635,900,600
8635,2000,1000
8636,100,50
8636,700,1
8636,900,600
8636,2000,1000
8639,100,50
8639,700,1
8639,900,600
8639,2000,1000
8641,100,41
8641,700,1
8641,900,650
8641,2000,1000
8643,700,1
8643,901,600
8643,2000,1000
8644,700,1
8644,900,900
8644,1209,450
8644,2000,1000
8645,700,1
8645,900,900
8645,1209,450
8645,2000,1000
8646,700,1
8646,900,900
8646,2000,1000
8647,200,240
8647,700,1
8647,2000,1000
8648,200,240
8648,700,1
8648,2000,1000
8649,200,240
8649,700,1
8649,2000,1000
8651,200,240
8651,700,1
8651,2000,1000
8652,200,240
8652,700,1
8652,2000,1000
8656,100,1.399999976158142
8656,200,132
8656,700,1
8656,2000,1000
8658,100,2
8658,200,140
8658,300,15
8658,400,8
8658,700,1
8658,2000,1000
8660,700,1
8660,900,100
8660,1207,4
8660,2000,1000
8662,102,30
8662,104,100
8662,700,1
8662,2000,1000
8663,100,18
8663,700,1
8663,2000,1000
8664,501,26
8664,502,48
8664,503,76
8664,700,1
8664,2000,1000
8666,700,1
8666,1204,26
8666,2000,1000
8670,501,26
8670,502,48
8670,503,76
8670,700,1
8670,2000,1000
8673,100,10
8673,700,1
8673,901,200
8673,2000,1000
8674,100,10
8674,700,1
8674,901,200
8674,2000,1000
8677,300,20
8677,400,9
8677,700,1
8677,906,250
8677,2000,1000
8678,700,1
8678,906,250
8678,2000,1000
8683,300,16
8683,700,1
8683,906,250
8683,2000,1000
8684,300,16
8684,700,1
8684,906,200
8684,2000,1000
8685,300,16
8685,700,1
8685,906,200
8685,2000,1000
8686,300,20
8686,400,8
8686,700,1
8686,2000,1000
8688,300,40
8688,400,11
8688,700,1
8688,2000,1000
8689,300,40
8689,301,12
8689,302,44
8689,400,11
8689,401,4
8689,402,18
8689,700,1
8689,2000,1000
8690,300,40
8690,400,11
8690,700,1
8690,2000,1000
8692,300,40
8692,400,11
8692,700,1
8692,2000,1000
8693,300,16
8693,700,1
8693,906,250
8693,2000,1000
8694,300,16
8694,700,1
8694,906,250
8694,2000,1000
8695,502,34
8695,503,50
8695,700,1
8695,2000,1000
8696,300,40
8696,400,11
8696,700,1
8696,2000,1000
8697,300,40
8697,400,11
8697,700,1
8697,2000,1000
8699,300,15
8699,400,5
8699,700,1
8699,2000,1000
8703,100,0.07999999821186066
8703,300,15
8703,400,5
8703,700,1
8703,2000,1000
8705,100,0.07999999821186066
8705,700,1
8705,2000,1000
8706,400,5
8706,700,1
8706,1216,0.02999999932944775
8706,2000,1000
8707,300,15
8707,400,5
8707,700,1
8707,903,1
8707,2000,1000
8708,200,268
8708,300,22
8708,700,1
8708,2000,1000
8709,200,268
8709,300,22
8709,700,1
8709,2000,1000
8710,300,28
8710,700,1
8710,800,184
8710,2000,1000
8711,300,30
8711,700,1
8711,800,190
8711,2000,1000
8712,300,13.39999961853027
8712,700,1
8712,2000,1000
8713,300,20
8713,700,1
8713,800,300
8713,2000,1000
8715,300,15
8715,700,1
8715,2000,1000
8716,500,20
8716,700,1
8716,2000,1000
8718,500,20
8718,700,1
8718,2000,1000
8720,500,13
8720,700,1
8720,2000,1000
8721,700,1
8721,800,210
8721,2000,1000
8725,300,26
8725,400,8
8725,700,1
8725,2000,1000
8726,700,1
8726,801,30
8726,802,60
8726,2000,1000
8727,700,1
8727,1204,25
8727,2000,1000
8728,700,1
8728,800,210
8728,2000,1000
8729,700,1
8729,800,210
8729,2000,1000
8730,300,15
8730,400,5
8730,700,1
8730,2000,1000
8731,700,1
8731,800,210
8731,2000,1000
8732,700,1
8732,800,210
8732,2000,1000
8733,700,1
8733,800,210
8733,2000,1000
8734,700,1
8734,800,210
8734,2000,1000
8736,100,135
8736,700,1
8736,900,270
8736,2000,1000
8737,300,28
8737,700,1
8737,801,100
8737,802,150
8737,803,200
8737,2000,1000
8738,500,13
8738,700,1
8738,2000,1000
8740,500,20
8740,700,1
8740,2000,1000
8741,102,7
8741,500,20
8741,700,1
8741,2000,1000
8743,100,3
8743,200,160
8743,700,1
8743,2000,1000
8744,700,1
8744,801,12
8744,803,24
8744,2000,1000
8745,200,45
8745,700,1
8745,900,300
8745,2000,1000
8746,200,45
8746,700,1
8746,900,300
8746,2000,1000
8747,200,40
8747,700,1
8747,900,400
8747,905,40
8747,2000,1000
8748,300,15
8748,400,5
8748,700,1
8748,2000,1000
8749,300,15
8749,400,5
8749,700,1
8749,2000,1000
8750,300,15
8750,400,5
8750,700,1
8750,2000,1000
8751,700,1
8751,900,100
8751,1207,6.599999904632568
8751,2000,1000
8752,200,40
8752,300,11
8752,700,1
8752,900,250
8752,2000,1000
8753,102,2
8753,103,5.5
8753,104,11.5
8753,700,1
8753,2000,1000
8754,100,10
8754,700,1
8754,2000,1000
8755,100,10
8755,700,1
8755,2000,1000
8756,100,3
8756,700,1
8756,905,20
8756,2000,1000
8757,700,1
8757,900,80
8757,2000,1000
8758,700,1
8758,801,30
8758,802,60
8758,2000,1000
8759,200,45
8759,700,1
8759,900,300
8759,2000,1000
8760,200,45
8760,700,1
8760,900,300
8760,905,60
8760,2000,1000
8761,100,2
8761,700,1
8761,900,300
8761,2000,1000
8762,100,4
8762,700,1
8762,2000,1000
8763,700,1
8763,900,145
8763,2000,1000
8764,700,1
8764,800,370
8764,900,70
8764,2000,1000
8766,200,175
8766,300,15
8766,700,1
8766,1003,430
8766,2000,1000
8767,200,194
8767,300,21
8767,400,7
8767,700,1
8767,800,194
8767,2000,1000
8768,700,1
8768,900,83
8768,2000,1000
8769,700,1
8769,800,245
8769,801,50
8769,802,100
8769,803,150
8769,2000,1000
8771,700,1
8771,801,130
8771,802,260
8771,803,390
8771,2000,1000
8772,300,3
8772,700,1
8772,2000,1000
8773,200,120
8773,300,23
8773,700,1
8773,2000,1000
8774,700,1
8774,2000,1000
8775,700,1
8775,2000,1000
8779,300,7
8779,400,3
8779,700,1
8779,2000,1000
8780,300,7
8780,400,3
8780,700,1
8780,2000,1000
8781,300,3
8781,400,1
8781,700,1
8781,2000,1000
8782,300,7
8782,400,3
8782,700,1
8782,2000,1000
8783,300,7
8783,400,3
8783,700,1
8783,2000,1000
8784,300,6.300000190734863
8784,400,2
8784,700,1
8784,2000,1000
8785,300,7
8785,400,2.200000047683716
8785,700,1
8785,2000,1000
8786,300,3
8786,400,1
8786,700,1
8786,2000,1000
8787,300,7
8787,400,3
8787,700,1
8787,2000,1000
8788,300,7
8788,400,3
8788,700,1
8788,2000,1000
8789,300,7
8789,400,3
8789,700,1
8789,2000,1000
8790,300,3
8790,400,1
8790,700,1
8790,2000,1000
8791,300,3
8791,400,1
8791,700,1
8791,2000,1000
8792,300,7
8792,400,3
8792,700,1
8792,2000,1000
8793,400,5
8793,700,1
8793,2000,1000
8795,300,3
8795,400,1
8795,700,1
8795,2000,1000
8796,200,240
8796,300,10
8796,301,10
8796,400,5
8796,401,5
8796,700,1
8796,2000,1000
8798,200,218
8798,300,10
8798,400,3
8798,700,1
8798,2000,1000
8799,200,218
8799,300,10
8799,400,3
8799,700,1
8799,2000,1000
8801,700,1
8801,2000,1000
8802,700,1
8802,2000,1000
8803,700,1
8803,2000,1000
8804,102,32
8804,103,40
8804,104,50
8804,700,1
8804,2000,1000
8805,102,50
8805,103,80
8805,104,132
8805,700,1
8805,2000,1000
8806,100,64
8806,700,1
8806,900,450
8806,2000,1000
8809,103,9
8809,700,1
8809,900,100
8809,1207,4
8809,2000,1000
8810,103,9
8810,700,1
8810,900,100
8810,1207,4
8810,2000,1000
8811,200,162
8811,300,28
8811,400,13
8811,700,1
8811,2000,1000
8812,200,140
8812,700,1
8812,2000,1000
8814,200,171
8814,300,13
8814,301,11
8814,302,16
8814,400,5
8814,401,4
8814,402,6
8814,700,1
8814,2000,1000
8815,200,150
8815,700,1
8815,2000,1000
8817,700,1
8817,900,400
8817,2000,1000
8818,200,165
8818,300,16.79999923706055
8818,700,1
8818,2000,1000
8819,200,174
8819,700,1
8819,2000,1000
8820,200,194
8820,700,1
8820,2000,1000
8823,200,146
8823,700,1
8823,2000,1000
8825,300,14
8825,700,1
8825,801,50
8825,802,100
8825,803,200
8825,2000,1000
8829,700,1
8829,900,110
8829,2000,1000
8831,200,8
8831,700,1
8831,2000,1000
8832,700,1
8832,801,30
8832,802,60
8832,2000,1000
8833,100,0.07999999821186066
8833,700,1
8833,2000,1000
8834,700,1
8834,2000,1000
8835,200,240
8835,700,1
8835,2000,1000
8836,700,1
8836,801,78
8836,802,100
8836,803,168
8836,2000,1000
8837,700,1
8837,801,70
8837,802,87
8837,803,149
8837,2000,1000
8838,502,34
8838,700,1
8838,2000,1000
8839,300,14
8839,700,1
8839,2000,1000
8840,102,44
8840,103,49.5
8840,104,58
8840,105,62
8840,700,1
8840,2000,1000
8841,200,202
8841,300,12.60000038146973
8841,700,1
8841,2000,1000
8843,202,275
8843,300,17
8843,700,1
8843,2000,1000
8844,200,138
8844,700,1
8844,2000,1000
8845,100,3.299999952316284
8845,700,1
8845,2000,1000
8846,100,2
8846,700,1
8846,2000,1000
8847,100,1.5
8847,700,1
8847,2000,1000
8849,100,1
8849,200,144
8849,300,4
8849,700,1
8849,1006,44
8849,2000,1000
8851,700,1
8851,2000,1000
8852,700,1
8852,900,90
8852,2000,1000
8854,100,3.200000047683716
8854,700,1
8854,2000,1000
8858,200,240
8858,700,1
8858,2000,1000
8859,200,240
8859,700,1
8859,2000,1000
8860,100,50
8860,700,1
8860,900,500
8860,2000,1000
8864,100,70
8864,700,1
8864,901,630
8864,2000,1000
8865,700,1
8865,901,500
8865,2000,1000
8866,700,1
8866,903,600
8866,2000,1000
8868,100,50
8868,700,1
8868,900,500
8868,2000,1000
8869,100,70
8869,700,1
8869,900,630
8869,2000,1000
8871,100,83
8871,700,1
8871,900,664
8871,2000,1000
8872,100,70
8872,700,1
8872,2000,1000
8874,500,20
8874,700,1
8874,2000,1000
8876,700,1
8876,2000,1000
8877,500,20
8877,700,1
8877,2000,1000
8878,500,20
8878,700,1
8878,2000,1000
8880,500,20
8880,700,1
8880,900,500
8880,2000,1000
8882,500,30
8882,700,1
8882,900,750
8882,2000,1000
8886,100,100
8886,700,1
8886,2000,1000
8887,100,100
8887,700,1
8887,2000,1000
8890,500,30
8890,700,1
8890,2000,1000
8893,200,240
8893,700,1
8893,2000,1000
8894,200,240
8894,700,1
8894,2000,1000
8895,200,240
8895,700,1
8895,2000,1000
8897,200,240
8897,700,1
8897,2000,1000
8898,200,240
8898,700,1
8898,2000,1000
8899,200,240
8899,700,1
8899,2000,1000
8901,200,240
8901,700,1
8901,2000,1000
8902,200,240
8902,700,1
8902,2000,1000
8903,200,30
8903,700,1
8903,801,30
8903,802,60
8903,2000,1000
8904,700,1
8904,900,100
8904,1207,4
8904,2000,1000
8906,501,26
8906,502,48
8906,503,76
8906,700,1
8906,2000,1000
8907,501,26
8907,502,48
8907,503,76
8907,700,1
8907,2000,1000
8908,100,23
8908,700,1
8908,2000,1000
8909,300,15
8909,400,5
8909,700,1
8909,1216,0.02999999932944775
8909,2000,1000
8947,300,42
8947,400,16
8947,700,1
8947,2000,1000
8949,100,100
8949,700,1
8949,2000,1000
8951,200,240
8951,603,500
8951,604,1000
8951,700,1
8951,903,200
8951,904,1000
8951,909,500
8951,910,2000
8951,2000,1000
8952,300,40
8952,400,12
8952,601,50
8952,602,250
8952,603,500
8952,604,750
8952,700,1
8952,2000,1000
8953,300,15
8953,400,5
8953,700,1
8953,906,200
8953,2000,1000
8954,300,20
8954,400,8
8954,600,170
8954,700,1
8954,2000,1000
8957,300,20
8957,400,8
8957,600,150
8957,700,1
8957,2000,1000
8958,300,20
8958,400,8
8958,600,150
8958,700,1
8958,2000,1000
8959,300,20
8959,400,8
8959,600,150
8959,700,1
8959,2000,1000
8960,200,140
8960,700,1
8960,801,30
8960,802,60
8960,900,500
8960,2000,1000
8964,700,1
8964,801,130
8964,802,260
8964,803,390
8964,2000,1000
8965,700,1
8965,801,130
8965,802,260
8965,803,390
8965,2000,1000
8966,700,1
8966,801,100
8966,802,150
8966,803,200
8966,2000,1000
8967,700,1
8967,900,84
8967,2000,1000
8968,700,1
8968,800,140
8968,2000,1000
8969,700,1
8969,800,150
8969,801,100
8969,802,150
8969,803,200
8969,2000,1000
8970,700,1
8970,900,47
8970,2000,1000
8972,100,130
8972,700,1
8972,900,260
8972,2000,1000
8973,300,28
8973,700,1
8973,801,100
8973,802,150
8973,803,200
8973,2000,1000
8974,300,10
8974,400,5
8974,700,1
8974,2000,1000
8975,700,1
8975,900,200
8975,2000,1000
8976,100,5
8976,700,1
8976,900,250
8976,2000,1000
8977,100,5
8977,700,1
8977,900,300
8977,2000,1000
8979,501,26
8979,502,36
8979,503,54
8979,700,1
8979,2000,1000
8980,501,26
8980,502,48
8980,503,76
8980,700,1
8980,2000,1000
8981,501,26
8981,502,48
8981,503,76
8981,700,1
8981,2000,1000
8982,501,26
8982,502,48
8982,503,76
8982,700,1
8982,2000,1000
8984,100,4
8984,700,1
8984,900,225
8984,2000,1000
8985,100,6.5
8985,700,1
8985,901,300
8985,2000,1000
8986,100,4
8986,700,1
8986,2000,1000
8987,100,11
8987,700,1
8987,901,300
8987,2000,1000
8988,100,5.130000114440918
8988,207,100
8988,700,1
8988,901,375
8988,2000,1000
8990,100,2.140000104904175
8990,700,1
8990,900,250
8990,2000,1000
8991,100,8
8991,700,1
8991,900,230
8991,2000,1000
8993,700,1
8993,800,100
8993,2000,1000
8995,100,8
8995,700,1
8995,901,250
8995,905,125
8995,2000,1000
8996,300,15
8996,400,5
8996,700,1
8996,2000,1000
8997,100,130
8997,700,1
8997,900,260
8997,903,130
8997,2000,1000
8998,300,28
8998,700,1
8998,801,100
8998,802,150
8998,803,200
8998,2000,1000
8999,700,1
8999,801,30
8999,802,60
8999,2000,1000
9001,100,33
9001,700,1
9001,900,165
9001,2000,1000
9002,100,25
9002,700,1
9002,900,125
9002,2000,1000
9003,308,9
9003,400,5
9003,700,1
9003,2000,1000
9004,700,1
9004,2000,1000
9005,308,9
9005,400,5
9005,700,1
9005,2000,1000
9006,700,1
9006,2000,1000
9007,308,9
9007,400,5
9007,700,1
9007,2000,1000
9008,700,1
9008,2000,1000
9009,700,1
9009,2000,1000
9010,308,9
9010,400,5
9010,700,1
9010,2000,1000
9011,700,1
9011,901,0.8999999761581421
9011,2000,1000
9012,308,9
9012,400,5
9012,700,1
9012,2000,1000
9013,308,9
9013,400,5
9013,700,1
9013,2000,1000
9014,700,1
9014,2000,1000
9015,400,5
9015,700,1
9015,2000,1000
9018,308,9
9018,700,1
9018,2000,1000
9019,700,1
9019,2000,1000
9020,700,1
9020,2000,1000
9022,700,1
9022,2000,1000
9023,308,5
9023,700,1
9023,2000,1000
9024,700,1
9024,2000,1000
9026,308,9
9026,400,5
9026,700,1
9026,2000,1000
9027,308,9
9027,400,5
9027,700,1
9027,2000,1000
9028,308,9
9028,400,5
9028,700,1
9028,2000,1000
9029,700,1
9029,2000,1000
9030,700,1
9030,2000,1000
9031,700,1
9031,2000,1000
9032,700,1
9032,2000,1000
9033,308,9
9033,400,5
9033,700,1
9033,2000,1000
9034,700,1
9034,2000,1000
9035,700,1
9035,2000,1000
9036,700,1
9036,2000,1000
9037,308,9
9037,400,5
9037,700,1
9037,2000,1000
9038,308,9
9038,400,5
9038,700,1
9038,2000,1000
9039,700,1
9039,2000,1000
9040,308,9
9040,400,5
9040,700,1
9040,2000,1000
9041,700,1
9041,2000,1000
9042,308,9
9042,400,5
9042,700,1
9042,2000,1000
9043,700,1
9043,2000,1000
9045,700,1
9045,900,400
9045,2000,1000
9046,103,35
9046,104,60
9046,700,1
9046,2000,1000
9047,200,290
9047,300,30
9047,400,14
9047,700,1
9047,901,400
9047,2000,1000
9048,200,290
9048,300,30
9048,400,14
9048,700,1
9048,900,400
9048,2000,1000
9049,100,5
9049,700,1
9049,901,140
9049,2000,1000
9050,100,5
9050,700,1
9050,901,140
9050,2000,1000
9051,500,25
9051,700,1
9051,2000,1000
9053,500,25
9053,700,1
9053,2000,1000
9055,102,75
9055,105,850
9055,300,20
9055,400,8
9055,700,1
9055,2000,1000
9056,200,240
9056,700,1
9056,1100,1000
9056,2000,1000
9058,700,1
9058,1207,8
9058,1208,25
9058,2000,1000
9059,300,30
9059,400,15
9059,700,1
9059,900,200
9059,2000,1000
9060,103,100
9060,104,200
9060,300,15
9060,400,5
9060,700,1
9060,905,10
9060,2000,1000
9061,500,25
9061,700,1
9061,2000,1000
9062,500,25
9062,700,1
9062,2000,1000
9063,207,125
9063,300,13
9063,400,7
9063,700,1
9063,2000,1000
9066,308,5
9066,700,1
9066,2000,1000
9067,200,179
9067,301,15
9067,302,17
9067,401,5
9067,402,7
9067,700,1
9067,2000,1000
9068,200,250
9068,300,30
9068,400,14
9068,700,1
9068,2000,1000
9074,300,20
9074,400,8
9074,600,150
9074,700,1
9074,2000,1000
9075,501,21
9075,502,34
9075,503,47
9075,700,1
9075,2000,1000
9080,500,33
9080,700,1
9080,2000,1000
9081,700,1
9081,801,110
9081,802,150
9081,803,226
9081,2000,1000
9082,700,1
9082,801,93
9082,802,222
9082,803,416
9082,2000,1000
9083,700,1
9083,801,93
9083,802,222
9083,803,416
9083,2000,1000
9084,700,1
9084,801,79
9084,802,175
9084,803,239
9084,2000,1000
9085,700,1
9085,801,79
9085,802,175
9085,803,239
9085,2000,1000
9086,300,25
9086,700,1
9086,2000,1000
9087,300,25
9087,700,1
9087,2000,1000
9088,700,1
9088,801,150
9088,802,250
9088,803,350
9088,2000,1000
9089,700,1
9089,801,150
9089,802,250
9089,803,350
9089,2000,1000
9090,700,1
9090,801,79
9090,802,175
9090,803,239
9090,2000,1000
9092,102,71
9092,104,101
9092,700,1
9092,2000,1000
9093,103,92
9093,104,143
9093,700,1
9093,2000,1000
9094,101,25
9094,102,100
9094,103,146
9094,104,230
9094,700,1
9094,2000,1000
9095,103,162
9095,700,1
9095,2000,1000
9096,102,54
9096,103,68
9096,104,86
9096,700,1
9096,2000,1000
9097,102,35
9097,103,44
9097,104,55
9097,700,1
9097,2000,1000
9098,102,65
9098,103,82
9098,104,103
9098,700,1
9098,2000,1000
9099,102,60
9099,103,75
9099,104,95
9099,700,1
9099,2000,1000
9100,102,70
9100,103,114
9100,104,185
9100,700,1
9100,2000,1000
9101,102,64
9101,103,104
9101,104,168
9101,700,1
9101,2000,1000
9102,102,46
9102,103,68
9102,700,1
9102,2000,1000
9103,700,1
9103,800,314
9103,2000,1000
9104,700,1
9104,801,87
9104,802,192
9104,803,263
9104,2000,1000
9105,700,1
9105,801,150
9105,802,200
9105,803,250
9105,2000,1000
9106,700,1
9106,801,79
9106,802,175
9106,803,239
9106,2000,1000
9107,100,18
9107,700,1
9107,2000,1000
9108,102,96
9108,103,150
9108,700,1
9108,2000,1000
9109,100,24
9109,700,1
9109,2000,1000
9110,201,216
9110,300,20
9110,400,8
9110,700,1
9110,2000,1000
9111,100,6.099999904632568
9111,700,1
9111,2000,1000
9112,102,256
9112,103,341
9112,700,1
9112,2000,1000
9113,102,233
9113,103,310
9113,700,1
9113,2000,1000
9114,100,80
9114,700,1
9114,800,230
9114,2000,1000
9115,100,80
9115,700,1
9115,800,230
9115,2000,1000
9116,102,233
9116,103,310
9116,700,1
9116,2000,1000
9117,700,1
9117,801,64
9117,802,152
9117,803,221
9117,2000,1000
9118,700,1
9118,801,64
9118,802,151
9118,803,199
